Title,Rating,Reviews,Discount Price,Original Price,Off
Vivo Y21T,4.6,31.0,48499.0,79999.0,39%
Tecno Phantom V Fold,3.2,,279999.0,349999.0,20%
Calme E1000,3.5,,,3249.0,
Calme Sound Master,1.7,,,3249.0,
DIGIT Hero,3.8,,4049.0,7500.0,46%
GRESSO CR7,3.9,2.0,,2799.0,
XMobile Gabbar Pro Plus,4.1,,,3699.0,
XMobile X1000 Party,1.4,,,3599.0,
Faywa NEX1 4G,3.9,2.0,7599.0,7799.0,3%
Memobile iSmart Gold,2.8,,,3699.0,
Faywa F10,1.0,,2849.0,3199.0,11%
Xmobile Dabang Pro,3.0,,,3799.0,
GIONEE L800i,3.9,,,3799.0,
Calme Spark,2.3,2.0,,2699.0,
Memobile Hungama Max,2.4,,,3399.0,
OUKITEL C36,2.3,,20499.0,20999.0,2%
REMAXX R110,1.0,2.0,2349.0,2350.0,0%
REMAXX Star,1.5,1.0,,2899.0,
Xmobile X101,1.5,1.0,,2599.0,
Faywa Music 500,2.1,,3299.0,3600.0,8%
AllCall Hero 20i,4.9,,19099.0,19999.0,5%
CALME 4G Power,3.3,3.0,9399.0,9800.0,4%
REMAXX Hero,2.4,1.0,,2450.0,
Xmobile D4 Lite,2.2,1.0,,4049.0,
Xmobile X4 Ultra,4.2,,,3745.0,
Faywa J1 Classic,2.6,,,3149.0,
Faywa Music 800,4.6,,3099.0,3300.0,6%
AllCall Magic 15,2.9,,18629.0,19499.0,4%
Memobile ismart,2.3,3.0,3199.0,3299.0,3%
Xmobile G3 Plus,2.5,,,3899.0,
VGO TEL i20,3.0,,,4699.0,
Calme C16,4.4,,2399.0,2999.0,20%
Calme C7 pro,1.2,4.0,,3349.0,
Memobile XL 4000,2.4,,3199.0,3299.0,3%
Gresso A10,3.9,,,3300.0,
REMAXX Eco,2.1,1.0,2499.0,2500.0,0%
XMOBILE E4 NEW,4.7,1.0,,3799.0,
Xmobile Power X,1.1,,,3899.0,
Xmobile X2 Plus,2.6,,,2899.0,
Xmobile X16,4.5,1.0,,3999.0,
Faywa F4,3.6,,2899.0,2985.0,3%
QMobile SL50i,3.5,3.0,,3999.0,
Qmobile QGuru,4.6,10.0,,1999.0,
Nokia 2660 Flip,4.1,36.0,,16199.0,
Samsung Galaxy A13,1.7,403.0,,32999.0,
Samsung Galaxy S22 Ultra,2.6,101.0,,289999.0,
Samsung Galaxy S22,5.0,25.0,,194999.0,
Samsung Galaxy Z Flip 5,2.9,2.0,,303999.0,
Oppo A54,5.0,107.0,,36999.0,
Infinix Hot 30i,3.1,41.0,,22549.0,
Xiaomi Redmi A1+,3.7,321.0,,16299.0,
Vivo Y03,2.6,38.0,,25999.0,
Realme GT 6,4.6,,,149999.0,
Tecno Camon 20 Pro,4.7,79.0,,43999.0,
Dcode Bold 2,2.6,24.0,,18999.0,
VGO TEL i251,2.7,6.0,,3399.0,
VGO TEL i12,2.3,2.0,,4949.0,
itel P17 Pro,4.7,54.0,,11299.0,
Itel Super Guru 600,2.6,19.0,,3399.0,
GFive Style,4.2,2.0,,2999.0,
GFive 2Eye,4.9,13.0,,1949.0,
GFive star,1.8,8.0,,1999.0,
GFive Mega,2.5,,,2149.0,
GFive Ultra pro,2.2,6.0,,3099.0,
Jazz Digit Crown 4G,3.5,,,6299.0,
Jazz Digit E3 Pro 4G,1.6,73.0,,10999.0,
Digit Infinity Max,4.1,,,18799.0,
ZTE Blade A72s,3.1,138.0,,22499.0,
ZTE Blade A54,3.0,46.0,,18999.0,
me Mobile Magic Star,4.3,21.0,,3550.0,
Memobile Banana,4.6,4.0,,2199.0,
GRESSO R106 Pro,3.8,,,2549.0,
GRESSO R106,4.2,1.0,,2799.0,
Club Mobile A1000,4.5,4.0,,3799.0,
Club mobile One Plus,1.4,,,3299.0,
Faywa L1,3.3,3.0,,2549.0,
XMobile F6 Plus,2.1,3.0,,3899.0,
XMobile X1,1.5,5.0,,2799.0,
XMobile X3,4.8,2.0,,2899.0,
E-Tachi B12,2.9,5.0,,2599.0,
E-Tachi B13,3.9,1.0,,2624.0,
E-Tachi Music E1000,2.2,,,3799.0,
E-Tachi E4i,2.4,,,4599.0,
E-Tachi E5310 Lite,4.2,,,3799.0,
E-Tachi E777,1.0,,,3899.0,
E-tachi B2 Lite,1.9,,,2949.0,
E-tachi Five Star,3.6,,,4249.0,
QMobile SL100 Power,3.5,3.0,,4299.0,
QMobile E400i,4.0,,,3599.0,
QMobile Music 400 Pro,1.0,2.0,,3777.0,
QMobile SL100 Big,4.8,4.0,,4299.0,
QMobile QHero,1.6,1.0,,3299.0,
QPhantom,2.5,,,4699.0,
Nokia 130,1.9,48.0,,5549.0,
Nokia 105 2022,1.5,99.0,,6199.0,
Nokia C31,2.0,35.0,,20399.0,
Nokia 3210,3.4,3.0,,12399.0,
Infinix Note 30,3.3,475.0,,41399.0,
Infinix Hot 40 Pro,4.1,145.0,,38999.0,
Oppo A38,3.1,27.0,,40999.0,
Oppo Reno 11F 5G,2.3,62.0,,78999.0,
Tecno Spark 10 Pro,3.4,468.0,,32999.0,
Tecno Spark 10,2.3,75.0,,23799.0,
Tecno Camon 30 Pro 5G,3.4,20.0,,93499.0,
Xiaomi Redmi 12,3.0,1003.0,,35999.0,
Xiaomi Poco C65,2.9,11.0,,35999.0,
Xiaomi 14 Ultra,1.7,,,369599.0,
Motorola Moto G54 5G,2.9,33.0,,43499.0,
Samsung Galaxy A34,2.0,131.0,,83499.0,
Samsung Galaxy Z Fold 5,2.7,3.0,,589399.0,
Apple iPhone 15 Plus,3.9,,,377100.0,
GFive G3310,4.3,2.0,,2749.0,
GFive Big Fighter,2.5,2.0,,2749.0,
GFive Fighter,4.1,2.0,,2899.0,
GFive Rock,1.8,,,2700.0,
GFive pro,4.6,9.0,,3199.0,
Digit Glory 1,2.7,25.0,,12799.0,
Digit 4G Power Max,2.6,4.0,,6500.0,
MeMobile Grace 10,3.5,,,29999.0,
Memobile XL300,2.3,1.0,,3499.0,
Dcode Cygnal 2 Pro,3.0,88.0,,16399.0,
Dcode Cygnal 3 Pro,4.0,85.0,,19899.0,
VGO TEL S20,2.2,9.0,,3899.0,
VGO TEL i14,3.9,4.0,,3650.0,
XMobile X4,1.4,,,3499.0,
XMobile Jeet,3.3,1.0,,2799.0,
XMobile X4 Lite,4.1,1.0,,3999.0,
XMobile X1 Lite,4.9,1.0,,2399.0,
E-Tachi B105 Lite,4.6,6.0,,2599.0,
E-Tachi B555,4.6,3.0,,2199.0,
E-tachi Star One,4.2,,,3899.0,
Club Mobile A3000,3.6,4.0,,3399.0,
Itel A60s,1.5,122.0,,18999.0,
Sparx Ultra 8,1.1,,,29199.0,
Honor X5,4.6,32.0,,15499.0,
Villaon V112,2.9,1.0,,2399.0,
Apple iPhone 14 Pro,4.7,6.0,,505999.0,
Apple iPhone 15 Pro,2.3,1.0,,399999.0,
QMobile SL100,3.9,,,3880.0,
QMobile Music Ka Sultan,4.0,,,3799.0,
Qmobile QGuru Plus,3.5,19.0,,2099.0,
Qmobile Q150,1.7,2.0,,2649.0,
Nokia 105,1.5,18.0,,5549.0,
Nokia 110 2022,2.8,,,7999.0,
Nokia C22,1.8,4.0,,22999.0,
Infinix Hot 30,2.6,188.0,,30099.0,
Infinix Note 40 Pro,4.6,39.0,,79999.0,
Oppo A58,1.8,24.0,,43999.0,
Xiaomi Redmi 12C,4.2,520.0,,23999.0,
Xiaomi Redmi A2 Plus,4.0,541.0,,19999.0,
Poco X6 Pro 5G,2.1,48.0,,122099.0,
Poco F6,4.0,5.0,,131999.0,
Poco F6 Pro,4.3,1.0,,169999.0,
Vivo Y22,2.1,26.0,,34599.0,
Vivo Y27s,3.4,24.0,,40099.0,
Realme Note 50,2.0,211.0,,22599.0,
Realme 12+ 5G,4.1,26.0,,72500.0,
Tecno Phantom V Flip 2 5G,1.3,,,104999.0,
Dcode Cypher,3.7,7.0,,24999.0,
Dcode Cygnal 2 Lite,3.8,12.0,,15299.0,
VGO TEL New 22,4.3,37.0,,17999.0,
VGO TEL i102,2.1,,,2599.0,
VGO-TEL V5310,3.8,,,4699.0,
Itel SG600,4.6,3.0,,3399.0,
Sparx Ultra 11,4.2,7.0,,27099.0,
Jazz Digit Music 4G,3.9,1.0,,7499.0,
GFive G251,2.9,,,3499.0,
Infinix Hot 30,4.3,188.0,,30099.0,
Infinix Note 40 Pro,2.1,39.0,,79999.0,
Oppo A58,2.4,24.0,,43999.0,
Xiaomi Redmi 12C,1.7,520.0,,23999.0,
Xiaomi Redmi A2 Plus,2.0,541.0,,19999.0,
Poco X6 Pro 5G,2.6,48.0,,122099.0,
Poco F6,3.1,5.0,,131999.0,
Poco F6 Pro,2.4,1.0,,169999.0,
Vivo Y22,1.7,26.0,,34599.0,
Vivo Y27s,4.6,24.0,,40099.0,
Realme Note 50,4.6,211.0,,22599.0,
Realme 12+ 5G,4.2,26.0,,72500.0,
Tecno Phantom V Flip 2 5G,1.5,,,104999.0,
Itel SG600,1.8,3.0,,3399.0,
Dcode Cypher,2.1,7.0,,24999.0,
Dcode Cygnal 2 Lite,1.6,12.0,,15299.0,
VGO TEL New 22,4.3,37.0,,17999.0,
VGO TEL i102,3.1,,,2599.0,
VGO-TEL V5310,3.0,,,4699.0,
Gfive G4 Play,2.3,,,3199.0,
GFive Dhoom,1.2,1.0,,2149.0,
GFive magic pro,3.3,1.0,,3149.0,
GFive ultra smart,3.9,5.0,,2999.0,
Calme i14 Max,2.2,2.0,,4099.0,
Calme C12,3.1,,,2399.0,
Jazz Digit Shine 4G,3.3,6.0,,7599.0,
Digit E4 Pro 4G,4.0,7.0,,9699.0,
ZTE Blade V30 Vita,1.9,88.0,,19499.0,
me Mobile L108,4.8,1.0,,2799.0,
me Mobile Magic Sound,1.5,1.0,,2699.0,
me Mobile Magic Star Pro,1.3,,,2699.0,
me Mobile M6310,2.1,3.0,,2749.0,
Gresso Rock star,2.6,,,4199.0,
VNUS Sky 1,3.8,30.0,,11099.0,
OUKITEL C32,2.6,,,25899.0,
XMobile SL100 Plus Lite,2.9,3.0,,3999.0,
E-Tachi B105,4.6,4.0,,2599.0,
E-Tachi E200,3.6,2.0,,3799.0,
E-Tachi E444,2.5,,,3749.0,
E-Tachi iPro Max,3.0,2.0,,4799.0,
E-TACHI B01,3.2,,,2649.0,
Club Mobile Ali Baba,3.9,,,2699.0,
Qmobile E1000 Party 2021,2.9,,,3549.0,
Qmobile Q150s,2.9,7.0,,2749.0,
QMobile QStar,1.6,3.0,,3149.0,
QMobile E990i Sirocco,2.9,5.0,,3599.0,
Qmobile Classic,3.5,1.0,,2699.0,
Qmobile QSpark,2.9,,,2699.0,
Qmobile Qicon,5.0,,,2499.0,
Nokia 230 Dual SIM,4.5,6.0,,12499.0,
Nokia 110 (2019),4.5,25.0,,6999.0,
Nokia G21,3.4,202.0,,24699.0,
Nokia C21,2.7,59.0,,15499.0,
Nokia 105 Plus,2.0,60.0,,5499.0,
Samsung Galaxy Z Flip 4,4.4,14.0,,204999.0,
Apple iPhone 14 Plus,3.2,,,420999.0,
Apple iPhone 15,2.3,1.0,,321999.0,
Apple iPhone 15 Pro Max,4.0,11.0,,459499.0,
Infinix Smart 6,3.7,89.0,,18799.0,
Infinix Zero 30 5G,3.9,18.0,,94499.0,
Infinix Zero 30 4G,3.2,224.0,,64999.0,
Villaon V110,3.9,1.0,,2099.0,
Vivo Y73,2.9,3.0,,65999.0,
Realme C51,1.6,241.0,,23199.0,
Tecno Spark 10C,4.5,111.0,,24899.0,
Tecno Pova 5 Pro,1.3,123.0,,42999.0,
Motorola Moto G84 5G,2.1,44.0,,66999.0,
Itel S23 4G,2.8,784.0,,20899.0,
Dcode Cygnal,1.3,7.0,,21499.0,
Dcode Bold 3 Pro,1.7,70.0,,41499.0,
VGO TEL New 7,4.5,37.0,,6299.0,
VGO TEL NEW 20,3.9,15.0,,18299.0,
Villaon V110,3.2,1.0,,2099.0,
Apple iPhone 14 Pro Max,2.7,6.0,,499999.0,
Infinix Hot 30 Play,1.6,135.0,,23499.0,
Infinix Note 30 Pro,4.0,221.0,,45999.0,
Infinix Hot 40i,4.2,179.0,,29599.0,
QMobile Gabbar,2.2,2.0,,3799.0,
Qmobile Music Ka Sultan Pro,3.5,2.0,,3999.0,
QMobile Q130 classic,3.8,,,2465.0,
Qmobile Qneo,2.3,,,2649.0,
Qmobile Qplay,1.4,,,2449.0,
Nokia 130 (2024),4.3,16.0,,6699.0,
Xiaomi Redmi Note 12,2.7,692.0,,44999.0,
Motorola Moto G23,4.7,67.0,,32999.0,
Tecno Pova Neo 2,3.9,34.0,,36499.0,
Tecno Spark 20 Pro,1.1,70.0,,38499.0,
Tecno Phantom V Fold 2 5G,2.7,,,369999.0,
Dcode Cygnal 3,3.8,11.0,,18899.0,
Dcode Cygnal 3 Lite,4.3,30.0,,17699.0,
VGO TEL i101,4.7,38.0,,2199.0,
VGO TEL i888,4.3,2.0,,5099.0,
VGO TEL i252,1.1,2.0,,3999.0,
VGO-TEL Easy 200,4.2,1.0,,2549.0,
VGO TEL i510,5.0,,,3499.0,
VGO Tel Smart 8,1.4,5.0,,17599.0,
Itel Power 450,4.8,,,3899.0,
GFive G550 Power,3.3,11.0,,3299.0,
GFive Boss,1.1,,,3099.0,
Gfive Fire,4.2,2.0,,3199.0,
Gfive Pro Max,3.7,5.0,,3299.0,
Calme 4G Prime,4.5,,,10049.0,
Calme D105,2.1,,,2299.0,
ZTE Blade A52,2.8,118.0,,15999.0,
ZTE Blade A53 Pro,4.2,36.0,,15999.0,
ZTE Blade V50 Design,1.3,32.0,,27999.0,
me Mobile M-1110 Lite,2.0,8.0,,2425.0,
me Mobile Magic Max,3.4,2.0,,2799.0,
Memobile M110,4.2,,,2299.0,
VNUS Rock 1,2.5,5.0,,10099.0,
Gionee Q23,2.4,,,3299.0,
E-Tachi 4 Star,1.5,,,4199.0,
E-Tachi E7i,3.4,,,3799.0,
E-tachi E4 Hero,3.7,,,2999.0,
E-tachi Ipro 4g,1.2,,,7099.0,
E-tachi Seven Star,3.9,,,4199.0,
Club Mobile Muzik 4,1.8,1.0,,3699.0,
Club Mobile Ali Baba 1,5.0,,,2699.0,
Club Mobile Music 110,3.0,1.0,,2399.0,
FAYWA Magic Power,3.1,,,2099.0,
Qmobile E1000 Party V2,2.6,,,3349.0,
Nokia 150 (2020),1.9,19.0,,9499.0,
Nokia 110 4G,4.9,6.0,,5999.0,
Nokia 150 (2023),3.1,30.0,,7899.0,
Samsung Galaxy A53 5G,2.6,150.0,,92999.0,
Infinix Hot 12,2.1,204.0,,23299.0,
Infinix Hot 12 Play,2.0,205.0,,28299.0,
Xiaomi Redmi Note 12S,1.1,6.0,,69499.0,
Vivo V30e,1.5,16.0,,95999.0,
Tecno Camon 18 Premier,3.1,44.0,,74999.0,
Tecno Camon 18P,4.3,105.0,,45499.0,
Tecno Camon 19 Pro,1.7,11.0,,49999.0,
Tecno Camon 20,2.5,197.0,,41999.0,
Dcode X,1.7,16.0,,46199.0,
VGO TEL i261,3.7,1.0,,3349.0,
VGO TEL Beauty,3.7,3.0,,2999.0,
itel Muzik 410,4.4,,,4099.0,
itel Value 110s,3.8,170.0,,2549.0,
Itel Magic 3,1.8,14.0,,5499.0,
Itel A49,1.3,48.0,,15899.0,
GFive Champ,2.8,,,3599.0,
Gresso G105,5.0,,,2400.0,
Club Mobile A9 Victory,3.6,2.0,,3099.0,
Club Mobile A95 Plus,4.9,,,3599.0,
Faywa E2000 Music,4.7,,,3525.0,
Faywa L7,4.2,,,2549.0,
Faywa L9,2.3,,,2599.0,
Faywa Dhoom,2.0,,,3325.0,
XMobile X2 Selfie,3.7,3.0,,2899.0,
XMobile X7,3.9,,,4099.0,
Xmobile X50,1.3,,,3799.0,
E-tachi iPro Plus,4.2,,,4199.0,
E-tachi E215 classic,3.8,,,3599.0,
Gionee Q26,1.8,,,3499.0,
X-CELL XL-602,3.4,,,2699.0,
AllCall Hero 20 Max,2.3,,,20979.0,
QMobile E400 Pro,2.9,,,3119.0,
QMobile G3,2.7,5.0,,4399.0,
Qmobile E1000 Music,3.8,1.0,,3749.0,
Qmobile E4 Quad PRO,3.3,2.0,,3599.0,
Nokia 5710,4.2,5.0,,17999.0,
Infinix Hot 11 Play,3.1,124.0,,26499.0,
Infinix Smart 6 HD,1.6,20.0,,19499.0,
Vivo Y02t,1.5,19.0,,22499.0,
Vivo V29e,4.6,14.0,,71499.0,
Tecno Pop 5,3.3,39.0,,17299.0,
Tecno POP 5 LTE,4.4,91.0,,17299.0,
Tecno Camon 19 Neo,2.3,353.0,,30499.0,
Tecno Spark 9T,3.1,8.0,,27999.0,
GFive music 400,3.2,1.0,,3099.0,
Digit Bravo,4.9,2.0,,2799.0,
me Mobile L110,2.6,,,1599.0,
me Mobile Power Star,1.3,,,1675.0,
me Mobile DJ Master,1.6,1.0,,2199.0,
Xmobile D4 Ultra,3.6,,,4099.0,
Xmobile Platinum 1000,2.0,2.0,,4099.0,
Club Mobile 105A,1.4,,,2599.0,
Faywa L5,4.8,,,2649.0,
Faywa Magic Star,4.1,,,2549.0,
Faywa Dabang,4.1,,,3099.0,
Faywa K13,3.8,4.0,,2350.0,
QMobile i4i,3.4,2.0,,7999.0,
Qmobile Q105i,1.5,,,2415.0,
Qmobile Qclub,2.3,,,3399.0,
Infinix Hot 20i,1.8,50.0,,24999.0,
Vivo V30 5G,3.8,17.0,,129999.0,
Realme C30,2.0,23.0,,16499.0,
VGO TEL Beauty Max,3.3,,,3649.0,
GFive Cobra,1.1,1.0,,3099.0,
me Mobile Power Bold,3.2,,,2999.0,
me Mobile L786,1.2,,,2899.0,
XMobile SL100 Plus,3.5,,,3649.0,
XMOBILE X1 PLAY,1.9,,,3299.0,
Xmobile X101 Plus,2.6,,,2749.0,
Xmobile X Flip,4.9,13.0,,3564.0,
E-Tachi E200 Lite,1.9,,,3899.0,
Club Mobile A5000,1.2,1.0,,3499.0,
Faywa L2,1.8,1.0,,2530.0,
Faywa Music 400 Pro,4.9,,,2899.0,
Faywa Music 400,1.1,,,3299.0,
Faywa F6310,1.4,4.0,,2949.0,
Samsung Galaxy S24 Ultra (12GB-1TB),1.7,2.0,,444999.0,
Tecno Camon 18T,2.7,191.0,,41999.0,
Tecno Pova Neo,4.5,55.0,,22799.0,
Tecno Camon 19 Pro Mondrian,4.9,4.0,,64999.0,
VGO TEL I550,2.4,,,3599.0,
GFive Crown,2.0,2.0,,2325.0,
GFive Hero,1.7,1.0,,3249.0,
GFive Speed,3.9,1.0,,2799.0,
Calme C106,2.2,1.0,,2399.0,
Calme C105,4.5,,,2449.0,
me Mobile Power Max,1.2,,,1775.0,
GRESSO G110,4.2,1.0,,3099.0,
Xmobile Battery Ka Badshah,3.7,,,2899.0,
E- Tachi Mega Metal,2.9,,,3799.0,
Spice Mega Music,2.4,,,2425.0,
Club Mobile A20,1.4,,,3499.0,
Club Mobile 106,1.8,,,2599.0,
FAYWA F2,1.2,,,2399.0,
Faywa F3,1.1,,,2199.0,
Faywa Music 600,3.2,,,3299.0,
Faywa SL100,1.0,,,3275.0,
Faywa B1 Mini,3.2,,,2599.0,
itel A70 Pro,3.8,24.0,,20499.0,
Sparx S7,1.9,,,14099.0,
Samsung Galaxy A12,1.5,352.0,,24999.0,
QMobile Q130 Pro,1.8,,,2465.0,
Nokia 106 (2018),2.4,86.0,,5499.0,
Xiaomi Redmi Note 12 Pro,4.8,81.0,,81999.0,
Dcode Bold,4.8,24.0,,29999.0,
VGO TEL Note 24,2.1,212.0,,29999.0,
itel A17,4.2,42.0,,10599.0,
itel Value 100s,1.7,48.0,,2549.0,
Itel Power 900,5.0,1.0,,5099.0,
GFive Disco,2.8,1.0,,3199.0,
GFive Spark,3.9,3.0,,2325.0,
GFive Mega Music,1.8,,,3499.0,
me mobile L101,3.1,,,1525.0,
me Mobile L100,2.1,,,1450.0,
me Mobile Power Music,4.0,,,1799.0,
me Mobile L106 Pro,1.1,,,1999.0,
VNUS Boss 1,2.0,6.0,,3099.0,
E-Tachi E888,4.4,,,3749.0,
Faywa SP1000,1.6,,,2475.0,
Faywa E1000 Party,3.1,,,3179.0,
Faywa K115,4.2,,,2399.0,
Faywa J2 CLASSIC,4.6,,,3049.0,
Faywa K14 (3 SIM),1.6,14.0,,1849.0,
GFive Baadshah 2.4,2.4,,,2999.0,
Club Mobile Magic 3,1.1,,,4599.0,
Faywa F110,4.3,,,2199.0,
E-Tachi E550 mini,4.2,,,2475.0,
SparX Edge 20,2.8,,,,
E-Tachi Ipro shine,4.6,,,5350.0,
E-tachi Power 1000,1.9,,,4450.0,
Itel P65c,1.5,,,24999.0,
Nokia 100,1.3,,,7000.0,
Itel it5209,5.0,,,3299.0,
Calme msuic500,2.2,,,3300.0,
E-tachi I pro 15,4.0,,,5200.0,
E-tachi Smart Plus,2.7,,,3499.0,
Villaon V230,1.2,,,2999.0,
GFive 4G Style,4.4,,,6999.0,
Calme M15,5.0,,,2300.0,
E-Tachi B12 Star,1.8,,,1999.0,
E-tachi Ipro Ultra,2.8,,,4750.0,
E-tachi Reno Plus,4.5,,,4650.0,
VGO TEL I700,2.4,,,2850.0,
VGO TEL S500,4.7,,,2450.0,
VGO TEL V3310,1.4,,,2499.0,
Gfive Power King,1.7,,,,
me Mobile L102,3.5,,,1385.0,
X Mobile G3 Plus,3.4,,,3300.0,
XMobile X4 Music,4.3,,,3000.0,
XMobile X7 Power,4.2,,,3850.0,
XMobile XStudio,2.3,,,3075.0,
E-Tachi Star Light,2.4,,,3175.0,
VGO TEL I800,4.4,,,2950.0,
XMobile Xstudio pro,1.9,,,3299.0,
Spice Muzik 400 Core,2.1,,,2550.0,
VGO TEL I255,2.6,,,2200.0,
VGO TEL i11,1.4,,,2900.0,
Calme Classic,3.9,,,2600.0,
Faywa Magic 2,1.8,,,2175.0,
Calme C888,2.7,,,3299.0,
Gresso SILK SLIM,1.3,,,3400.0,
XMobile X6 Lite,1.8,,,3299.0,
E-tachi B13 Vip,3.1,,,2899.0,
